"top_left","top_middle","top_right","middle_left","middle_middle","middle_right","bottom_left","bottom_middle","bottom_right","game_turn","winner","game_guid"
"E","E","E","X","E","E","O","O","X","4","X_EVENTUAL_WIN","db8f1ad4-9274-11e8-89ca-cb09d8eb3b08"
"E","E","X","X","E","E","O","O","X","5","X_EVENTUAL_WIN","db8f1ad4-9274-11e8-89ca-cb09d8eb3b08"
"E","E","X","X","O","E","O","O","X","6","X_EVENTUAL_WIN","db8f1ad4-9274-11e8-89ca-cb09d8eb3b08"
"E","X","X","X","O","E","O","O","X","7","X_EVENTUAL_WIN","db8f1ad4-9274-11e8-89ca-cb09d8eb3b08"
"E","X","X","X","O","O","O","O","X","8","X_EVENTUAL_WIN","db8f1ad4-9274-11e8-89ca-cb09d8eb3b08"
"X","X","X","X","O","O","O","O","X","9","X_WIN","db8f1ad4-9274-11e8-89ca-cb09d8eb3b08"
"E","E","E","E","E","E","E","E","X","1","X_EVENTUAL_WIN","db90c848-9274-11e8-89ca-cb09d8eb3b08"
"E","O","E","E","E","E","E","E","X","2","X_EVENTUAL_WIN","db90c848-9274-11e8-89ca-cb09d8eb3b08"
"E","O","E","E","X","E","E","E","X","3","X_EVENTUAL_WIN","db90c848-9274-11e8-89ca-cb09d8eb3b08"
"O","O","E","E","X","E","E","E","X","4","X_EVENTUAL_WIN","db90c848-9274-11e8-89ca-cb09d8eb3b08"
"O","O","E","E","X","X","E","E","X","5","X_EVENTUAL_WIN","db90c848-9274-11e8-89ca-cb09d8eb3b08"
"O","O","E","E","X","X","O","E","X","6","X_EVENTUAL_WIN","db90c848-9274-11e8-89ca-cb09d8eb3b08"
"O","O","X","E","X","X","O","E","X","7","X_WIN","db90c848-9274-11e8-89ca-cb09d8eb3b08"
"E","X","E","E","E","E","E","E","E","1","O_EVENTUAL_WIN","db924eac-9274-11e8-89ca-cb09d8eb3b08"
"E","X","E","E","E","E","E","O","E","2","O_EVENTUAL_WIN","db924eac-9274-11e8-89ca-cb09d8eb3b08"
"E","X","E","X","E","E","E","O","E","3","O_EVENTUAL_WIN","db924eac-9274-11e8-89ca-cb09d8eb3b08"
"E","X","E","X","E","E","E","O","O","4","O_EVENTUAL_WIN","db924eac-9274-11e8-89ca-cb09d8eb3b08"
"E","X","E","X","E","E","X","O","O","5","O_EVENTUAL_WIN","db924eac-9274-11e8-89ca-cb09d8eb3b08"
"E","X","E","X","O","E","X","O","O","6","O_EVENTUAL_WIN","db924eac-9274-11e8-89ca-cb09d8eb3b08"
"E","X","X","X","O","E","X","O","O","7","O_EVENTUAL_WIN","db924eac-9274-11e8-89ca-cb09d8eb3b08"
"O","X","X","X","O","E","X","O","O","8","O_WIN","db924eac-9274-11e8-89ca-cb09d8eb3b08"
"X","E","E","E","E","E","E","E","E","1","X_EVENTUAL_WIN","db94bf52-9274-11e8-89ca-cb09d8eb3b08"
"X","E","E","E","E","E","O","E","E","2","X_EVENTUAL_WIN","db94bf52-9274-11e8-89ca-cb09d8eb3b08"
"X","E","E","E","X","E","O","E","E","3","X_EVENTUAL_WIN","db94bf52-9274-11e8-89ca-cb09d8eb3b08"
"X","E","O","E","X","E","O","E","E","4","X_EVENTUAL_WIN","db94bf52-9274-11e8-89ca-cb09d8eb3b08"
"X","E","O","E","X","X","O","E","E","5","X_EVENTUAL_WIN","db94bf52-9274-11e8-89ca-cb09d8eb3b08"
"X","E","O","E","X","X","O","O","E","6","X_EVENTUAL_WIN","db94bf52-9274-11e8-89ca-cb09d8eb3b08"
"X","X","O","E","X","X","O","O","E","7","X_EVENTUAL_WIN","db94bf52-9274-11e8-89ca-cb09d8eb3b08"
"X","X","O","O","X","X","O","O","E","8","X_EVENTUAL_WIN","db94bf52-9274-11e8-89ca-cb09d8eb3b08"
"X","X","O","O","X","X","O","O","X","9","X_WIN","db94bf52-9274-11e8-89ca-cb09d8eb3b08"
"E","X","E","E","E","E","E","E","E","1","O_EVENTUAL_WIN","db966cbc-9274-11e8-89ca-cb09d8eb3b08"
"E","X","E","E","E","E","E","E","O","2","O_EVENTUAL_WIN","db966cbc-9274-11e8-89ca-cb09d8eb3b08"
"E","X","X","E","E","E","E","E","O","3","O_EVENTUAL_WIN","db966cbc-9274-11e8-89ca-cb09d8eb3b08"
"E","X","X","E","E","E","E","O","O","4","O_EVENTUAL_WIN","db966cbc-9274-11e8-89ca-cb09d8eb3b08"
"E","X","X","E","E","X","E","O","O","5","O_EVENTUAL_WIN","db966cbc-9274-11e8-89ca-cb09d8eb3b08"
"E","X","X","E","O","X","E","O","O","6","O_EVENTUAL_WIN","db966cbc-9274-11e8-89ca-cb09d8eb3b08"
"E","X","X","X","O","X","E","O","O","7","O_EVENTUAL_WIN","db966cbc-9274-11e8-89ca-cb09d8eb3b08"
"O","X","X","X","O","X","E","O","O","8","O_WIN","db966cbc-9274-11e8-89ca-cb09d8eb3b08"
"E","E","E","E","X","E","E","E","E","1","X_EVENTUAL_WIN","db97f32a-9274-11e8-89ca-cb09d8eb3b08"
"E","E","E","O","X","E","E","E","E","2","X_EVENTUAL_WIN","db97f32a-9274-11e8-89ca-cb09d8eb3b08"
"X","E","E","O","X","E","E","E","E","3","X_EVENTUAL_WIN","db97f32a-9274-11e8-89ca-cb09d8eb3b08"
"X","O","E","O","X","E","E","E","E","4","X_EVENTUAL_WIN","db97f32a-9274-11e8-89ca-cb09d8eb3b08"
"X","O","E","O","X","E","E","E","X","5","X_WIN","db97f32a-9274-11e8-89ca-cb09d8eb3b08"
"E","E","E","E","E","X","E","E","E","1","TIE_EVENTUAL_WIN","db9904ea-9274-11e8-89ca-cb09d8eb3b08"
"E","E","O","E","E","X","E","E","E","2","TIE_EVENTUAL_WIN","db9904ea-9274-11e8-89ca-cb09d8eb3b08"
"E","E","O","E","X","X","E","E","E","3","TIE_EVENTUAL_WIN","db9904ea-9274-11e8-89ca-cb09d8eb3b08"
"E","E","O","E","X","X","E","E","O","4","TIE_EVENTUAL_WIN","db9904ea-9274-11e8-89ca-cb09d8eb3b08"
"X","E","O","E","X","X","E","E","O","5","TIE_EVENTUAL_WIN","db9904ea-9274-11e8-89ca-cb09d8eb3b08"
"X","E","O","O","X","X","E","E","O","6","TIE_EVENTUAL_WIN","db9904ea-9274-11e8-89ca-cb09d8eb3b08"
"X","E","O","O","X","X","X","E","O","7","TIE_EVENTUAL_WIN","db9904ea-9274-11e8-89ca-cb09d8eb3b08"
"X","O","O","O","X","X","X","E","O","8","TIE_EVENTUAL_WIN","db9904ea-9274-11e8-89ca-cb09d8eb3b08"
"X","O","O","O","X","X","X","X","O","9","TIE_WIN","db9904ea-9274-11e8-89ca-cb09d8eb3b08"
"X","E","E","E","E","E","E","E","E","1","X_EVENTUAL_WIN","db9b9c96-9274-11e8-89ca-cb09d8eb3b08"
"X","E","E","E","E","E","E","O","E","2","X_EVENTUAL_WIN","db9b9c96-9274-11e8-89ca-cb09d8eb3b08"
"X","X","E","E","E","E","E","O","E","3","X_EVENTUAL_WIN","db9b9c96-9274-11e8-89ca-cb09d8eb3b08"
"X","X","E","E","E","O","E","O","E","4","X_EVENTUAL_WIN","db9b9c96-9274-11e8-89ca-cb09d8eb3b08"
"X","X","X","E","E","O","E","O","E","5","X_WIN","db9b9c96-9274-11e8-89ca-cb09d8eb3b08"
"E","X","E","E","E","E","E","E","E","1","O_EVENTUAL_WIN","db9cd4e4-9274-11e8-89ca-cb09d8eb3b08"
"E","X","E","E","E","O","E","E","E","2","O_EVENTUAL_WIN","db9cd4e4-9274-11e8-89ca-cb09d8eb3b08"
"X","X","E","E","E","O","E","E","E","3","O_EVENTUAL_WIN","db9cd4e4-9274-11e8-89ca-cb09d8eb3b08"
"X","X","E","E","E","O","O","E","E","4","O_EVENTUAL_WIN","db9cd4e4-9274-11e8-89ca-cb09d8eb3b08"
"X","X","E","E","X","O","O","E","E","5","O_EVENTUAL_WIN","db9cd4e4-9274-11e8-89ca-cb09d8eb3b08"
"X","X","O","E","X","O","O","E","E","6","O_EVENTUAL_WIN","db9cd4e4-9274-11e8-89ca-cb09d8eb3b08"
"X","X","O","X","X","O","O","E","E","7","O_EVENTUAL_WIN","db9cd4e4-9274-11e8-89ca-cb09d8eb3b08"
"X","X","O","X","X","O","O","E","O","8","O_WIN","db9cd4e4-9274-11e8-89ca-cb09d8eb3b08"
"E","E","E","E","X","E","E","E","E","1","O_EVENTUAL_WIN","db9e3442-9274-11e8-89ca-cb09d8eb3b08"
"O","E","E","E","X","E","E","E","E","2","O_EVENTUAL_WIN","db9e3442-9274-11e8-89ca-cb09d8eb3b08"
"O","E","E","E","X","E","E","E","X","3","O_EVENTUAL_WIN","db9e3442-9274-11e8-89ca-cb09d8eb3b08"
"O","E","E","E","X","E","O","E","X","4","O_EVENTUAL_WIN","db9e3442-9274-11e8-89ca-cb09d8eb3b08"
"O","E","X","E","X","E","O","E","X","5","O_EVENTUAL_WIN","db9e3442-9274-11e8-89ca-cb09d8eb3b08"
"O","E","X","E","X","O","O","E","X","6","O_EVENTUAL_WIN","db9e3442-9274-11e8-89ca-cb09d8eb3b08"
"O","E","X","E","X","O","O","X","X","7","O_EVENTUAL_WIN","db9e3442-9274-11e8-89ca-cb09d8eb3b08"
"O","E","X","O","X","O","O","X","X","8","O_WIN","db9e3442-9274-11e8-89ca-cb09d8eb3b08"
"E","E","E","E","X","E","E","E","E","1","X_EVENTUAL_WIN","db9fbaa6-9274-11e8-89ca-cb09d8eb3b08"
"E","E","E","E","X","O","E","E","E","2","X_EVENTUAL_WIN","db9fbaa6-9274-11e8-89ca-cb09d8eb3b08"
"E","E","E","E","X","O","E","E","X","3","X_EVENTUAL_WIN","db9fbaa6-9274-11e8-89ca-cb09d8eb3b08"
"E","E","E","E","X","O","O","E","X","4","X_EVENTUAL_WIN","db9fbaa6-9274-11e8-89ca-cb09d8eb3b08"
"X","E","E","E","X","O","O","E","X","5","X_WIN","db9fbaa6-9274-11e8-89ca-cb09d8eb3b08"
"E","E","E","E","X","E","E","E","E","1","X_EVENTUAL_WIN","dba20446-9274-11e8-89ca-cb09d8eb3b08"
"E","E","E","E","X","E","E","O","E","2","X_EVENTUAL_WIN","dba20446-9274-11e8-89ca-cb09d8eb3b08"
"X","E","E","E","X","E","E","O","E","3","X_EVENTUAL_WIN","dba20446-9274-11e8-89ca-cb09d8eb3b08"
"X","E","E","E","X","O","E","O","E","4","X_EVENTUAL_WIN","dba20446-9274-11e8-89ca-cb09d8eb3b08"
"X","E","X","E","X","O","E","O","E","5","X_EVENTUAL_WIN","dba20446-9274-11e8-89ca-cb09d8eb3b08"
"X","E","X","E","X","O","O","O","E","6","X_EVENTUAL_WIN","dba20446-9274-11e8-89ca-cb09d8eb3b08"
"X","E","X","E","X","O","O","O","X","7","X_WIN","dba20446-9274-11e8-89ca-cb09d8eb3b08"
"E","E","X","E","E","E","E","E","E","1","X_EVENTUAL_WIN","dba36322-9274-11e8-89ca-cb09d8eb3b08"
"E","E","X","E","E","O","E","E","E","2","X_EVENTUAL_WIN","dba36322-9274-11e8-89ca-cb09d8eb3b08"
"E","E","X","E","X","O","E","E","E","3","X_EVENTUAL_WIN","dba36322-9274-11e8-89ca-cb09d8eb3b08"
"E","E","X","E","X","O","E","O","E","4","X_EVENTUAL_WIN","dba36322-9274-11e8-89ca-cb09d8eb3b08"
"X","E","X","E","X","O","E","O","E","5","X_EVENTUAL_WIN","dba36322-9274-11e8-89ca-cb09d8eb3b08"
"X","O","X","E","X","O","E","O","E","6","X_EVENTUAL_WIN","dba36322-9274-11e8-89ca-cb09d8eb3b08"
"X","O","X","E","X","O","X","O","E","7","X_WIN","dba36322-9274-11e8-89ca-cb09d8eb3b08"
"E","E","X","E","E","E","E","E","E","1","X_EVENTUAL_WIN","dba4c280-9274-11e8-89ca-cb09d8eb3b08"
"E","O","X","E","E","E","E","E","E","2","X_EVENTUAL_WIN","dba4c280-9274-11e8-89ca-cb09d8eb3b08"
"E","O","X","E","E","E","E","X","E","3","X_EVENTUAL_WIN","dba4c280-9274-11e8-89ca-cb09d8eb3b08"
"E","O","X","E","E","O","E","X","E","4","X_EVENTUAL_WIN","dba4c280-9274-11e8-89ca-cb09d8eb3b08"
"E","O","X","E","X","O","E","X","E","5","X_EVENTUAL_WIN","dba4c280-9274-11e8-89ca-cb09d8eb3b08"
"E","O","X","O","X","O","E","X","E","6","X_EVENTUAL_WIN","dba4c280-9274-11e8-89ca-cb09d8eb3b08"
"E","O","X","O","X","O","X","X","E","7","X_WIN","dba4c280-9274-11e8-89ca-cb09d8eb3b08"
"E","E","X","E","E","E","E","E","E","1","O_EVENTUAL_WIN","dba733a8-9274-11e8-89ca-cb09d8eb3b08"
"E","O","X","E","E","E","E","E","E","2","O_EVENTUAL_WIN","dba733a8-9274-11e8-89ca-cb09d8eb3b08"
"E","O","X","E","E","E","E","E","X","3","O_EVENTUAL_WIN","dba733a8-9274-11e8-89ca-cb09d8eb3b08"
"O","O","X","E","E","E","E","E","X","4","O_EVENTUAL_WIN","dba733a8-9274-11e8-89ca-cb09d8eb3b08"
"O","O","X","E","X","E","E","E","X","5","O_EVENTUAL_WIN","dba733a8-9274-11e8-89ca-cb09d8eb3b08"
"O","O","X","E","X","E","O","E","X","6","O_EVENTUAL_WIN","dba733a8-9274-11e8-89ca-cb09d8eb3b08"
"O","O","X","E","X","E","O","X","X","7","O_EVENTUAL_WIN","dba733a8-9274-11e8-89ca-cb09d8eb3b08"
"O","O","X","O","X","E","O","X","X","8","O_WIN","dba733a8-9274-11e8-89ca-cb09d8eb3b08"
"E","X","E","E","E","E","E","E","E","1","O_EVENTUAL_WIN","dba8ba0c-9274-11e8-89ca-cb09d8eb3b08"
"E","X","E","E","E","O","E","E","E","2","O_EVENTUAL_WIN","dba8ba0c-9274-11e8-89ca-cb09d8eb3b08"
"X","X","E","E","E","O","E","E","E","3","O_EVENTUAL_WIN","dba8ba0c-9274-11e8-89ca-cb09d8eb3b08"
"X","X","O","E","E","O","E","E","E","4","O_EVENTUAL_WIN","dba8ba0c-9274-11e8-89ca-cb09d8eb3b08"
"X","X","O","E","X","O","E","E","E","5","O_EVENTUAL_WIN","dba8ba0c-9274-11e8-89ca-cb09d8eb3b08"
"X","X","O","E","X","O","E","E","O","6","O_WIN","dba8ba0c-9274-11e8-89ca-cb09d8eb3b08"
"E","E","X","E","E","E","E","E","E","1","X_EVENTUAL_WIN","dba9f25a-9274-11e8-89ca-cb09d8eb3b08"
"O","E","X","E","E","E","E","E","E","2","X_EVENTUAL_WIN","dba9f25a-9274-11e8-89ca-cb09d8eb3b08"
"O","E","X","E","E","E","X","E","E","3","X_EVENTUAL_WIN","dba9f25a-9274-11e8-89ca-cb09d8eb3b08"
"O","E","X","O","E","E","X","E","E","4","X_EVENTUAL_WIN","dba9f25a-9274-11e8-89ca-cb09d8eb3b08"
"O","E","X","O","X","E","X","E","E","5","X_WIN","dba9f25a-9274-11e8-89ca-cb09d8eb3b08"
"E","E","E","E","E","E","X","E","E","1","X_EVENTUAL_WIN","dbab2aa8-9274-11e8-89ca-cb09d8eb3b08"
"E","O","E","E","E","E","X","E","E","2","X_EVENTUAL_WIN","dbab2aa8-9274-11e8-89ca-cb09d8eb3b08"
"E","O","X","E","E","E","X","E","E","3","X_EVENTUAL_WIN","dbab2aa8-9274-11e8-89ca-cb09d8eb3b08"
"O","O","X","E","E","E","X","E","E","4","X_EVENTUAL_WIN","dbab2aa8-9274-11e8-89ca-cb09d8eb3b08"
"O","O","X","E","X","E","X","E","E","5","X_WIN","dbab2aa8-9274-11e8-89ca-cb09d8eb3b08"
"X","E","E","E","E","E","E","E","E","1","X_EVENTUAL_WIN","dbad4d42-9274-11e8-89ca-cb09d8eb3b08"
"X","E","E","E","O","E","E","E","E","2","X_EVENTUAL_WIN","dbad4d42-9274-11e8-89ca-cb09d8eb3b08"
"X","X","E","E","O","E","E","E","E","3","X_EVENTUAL_WIN","dbad4d42-9274-11e8-89ca-cb09d8eb3b08"
"X","X","E","E","O","E","E","O","E","4","X_EVENTUAL_WIN","dbad4d42-9274-11e8-89ca-cb09d8eb3b08"
"X","X","E","E","O","E","E","O","X","5","X_EVENTUAL_WIN","dbad4d42-9274-11e8-89ca-cb09d8eb3b08"
"X","X","E","E","O","O","E","O","X","6","X_EVENTUAL_WIN","dbad4d42-9274-11e8-89ca-cb09d8eb3b08"
"X","X","X","E","O","O","E","O","X","7","X_WIN","dbad4d42-9274-11e8-89ca-cb09d8eb3b08"
"E","E","E","X","E","E","E","E","E","1","O_EVENTUAL_WIN","dbaeac96-9274-11e8-89ca-cb09d8eb3b08"
"E","E","E","X","E","E","E","O","E","2","O_EVENTUAL_WIN","dbaeac96-9274-11e8-89ca-cb09d8eb3b08"
"E","X","E","X","E","E","E","O","E","3","O_EVENTUAL_WIN","dbaeac96-9274-11e8-89ca-cb09d8eb3b08"
"E","X","O","X","E","E","E","O","E","4","O_EVENTUAL_WIN","dbaeac96-9274-11e8-89ca-cb09d8eb3b08"
"X","X","O","X","E","E","E","O","E","5","O_EVENTUAL_WIN","dbaeac96-9274-11e8-89ca-cb09d8eb3b08"
"X","X","O","X","E","E","E","O","O","6","O_EVENTUAL_WIN","dbaeac96-9274-11e8-89ca-cb09d8eb3b08"
"X","X","O","X","X","E","E","O","O","7","O_EVENTUAL_WIN","dbaeac96-9274-11e8-89ca-cb09d8eb3b08"
"X","X","O","X","X","E","O","O","O","8","O_WIN","dbaeac96-9274-11e8-89ca-cb09d8eb3b08"
"E","E","E","X","E","E","E","E","E","1","O_EVENTUAL_WIN","dbb05a3c-9274-11e8-89ca-cb09d8eb3b08"
"E","E","E","X","E","O","E","E","E","2","O_EVENTUAL_WIN","dbb05a3c-9274-11e8-89ca-cb09d8eb3b08"
"E","E","E","X","E","O","E","X","E","3","O_EVENTUAL_WIN","dbb05a3c-9274-11e8-89ca-cb09d8eb3b08"
"E","E","E","X","E","O","E","X","O","4","O_EVENTUAL_WIN","dbb05a3c-9274-11e8-89ca-cb09d8eb3b08"
"X","E","E","X","E","O","E","X","O","5","O_EVENTUAL_WIN","dbb05a3c-9274-11e8-89ca-cb09d8eb3b08"
"X","E","O","X","E","O","E","X","O","6","O_WIN","dbb05a3c-9274-11e8-89ca-cb09d8eb3b08"
"E","E","X","E","E","E","E","E","E","1","O_EVENTUAL_WIN","dbb1b99a-9274-11e8-89ca-cb09d8eb3b08"
"E","E","X","E","E","O","E","E","E","2","O_EVENTUAL_WIN","dbb1b99a-9274-11e8-89ca-cb09d8eb3b08"
"E","E","X","E","X","O","E","E","E","3","O_EVENTUAL_WIN","dbb1b99a-9274-11e8-89ca-cb09d8eb3b08"
"E","E","X","E","X","O","O","E","E","4","O_EVENTUAL_WIN","dbb1b99a-9274-11e8-89ca-cb09d8eb3b08"
"E","X","X","E","X","O","O","E","E","5","O_EVENTUAL_WIN","dbb1b99a-9274-11e8-89ca-cb09d8eb3b08"
"E","X","X","E","X","O","O","E","O","6","O_EVENTUAL_WIN","dbb1b99a-9274-11e8-89ca-cb09d8eb3b08"
"E","X","X","X","X","O","O","E","O","7","O_EVENTUAL_WIN","dbb1b99a-9274-11e8-89ca-cb09d8eb3b08"
"E","X","X","X","X","O","O","O","O","8","O_WIN","dbb1b99a-9274-11e8-89ca-cb09d8eb3b08"
"E","E","E","X","E","E","E","E","E","1","O_EVENTUAL_WIN","dbb45146-9274-11e8-89ca-cb09d8eb3b08"
"O","E","E","X","E","E","E","E","E","2","O_EVENTUAL_WIN","dbb45146-9274-11e8-89ca-cb09d8eb3b08"
"O","X","E","X","E","E","E","E","E","3","O_EVENTUAL_WIN","dbb45146-9274-11e8-89ca-cb09d8eb3b08"
"O","X","O","X","E","E","E","E","E","4","O_EVENTUAL_WIN","dbb45146-9274-11e8-89ca-cb09d8eb3b08"
"O","X","O","X","E","X","E","E","E","5","O_EVENTUAL_WIN","dbb45146-9274-11e8-89ca-cb09d8eb3b08"
"O","X","O","X","O","X","E","E","E","6","O_EVENTUAL_WIN","dbb45146-9274-11e8-89ca-cb09d8eb3b08"
"O","X","O","X","O","X","E","X","E","7","O_EVENTUAL_WIN","dbb45146-9274-11e8-89ca-cb09d8eb3b08"
"O","X","O","X","O","X","O","X","E","8","O_WIN","dbb45146-9274-11e8-89ca-cb09d8eb3b08"
"E","X","E","E","E","E","E","E","E","1","O_EVENTUAL_WIN","dbb5d7aa-9274-11e8-89ca-cb09d8eb3b08"
"O","X","E","E","E","E","E","E","E","2","O_EVENTUAL_WIN","dbb5d7aa-9274-11e8-89ca-cb09d8eb3b08"
"O","X","E","X","E","E","E","E","E","3","O_EVENTUAL_WIN","dbb5d7aa-9274-11e8-89ca-cb09d8eb3b08"
"O","X","E","X","E","O","E","E","E","4","O_EVENTUAL_WIN","dbb5d7aa-9274-11e8-89ca-cb09d8eb3b08"
"O","X","E","X","E","O","X","E","E","5","O_EVENTUAL_WIN","dbb5d7aa-9274-11e8-89ca-cb09d8eb3b08"
"O","X","E","X","O","O","X","E","E","6","O_EVENTUAL_WIN","dbb5d7aa-9274-11e8-89ca-cb09d8eb3b08"
"O","X","E","X","O","O","X","X","E","7","O_EVENTUAL_WIN","dbb5d7aa-9274-11e8-89ca-cb09d8eb3b08"
"O","X","E","X","O","O","X","X","O","8","O_WIN","dbb5d7aa-9274-11e8-89ca-cb09d8eb3b08"
"E","E","E","E","X","E","E","E","E","1","X_EVENTUAL_WIN","dbb75e0e-9274-11e8-89ca-cb09d8eb3b08"
"O","E","E","E","X","E","E","E","E","2","X_EVENTUAL_WIN","dbb75e0e-9274-11e8-89ca-cb09d8eb3b08"
"O","E","E","E","X","E","X","E","E","3","X_EVENTUAL_WIN","dbb75e0e-9274-11e8-89ca-cb09d8eb3b08"
"O","E","E","E","X","E","X","O","E","4","X_EVENTUAL_WIN","dbb75e0e-9274-11e8-89ca-cb09d8eb3b08"
"O","E","E","X","X","E","X","O","E","5","X_EVENTUAL_WIN","dbb75e0e-9274-11e8-89ca-cb09d8eb3b08"
"O","E","E","X","X","O","X","O","E","6","X_EVENTUAL_WIN","dbb75e0e-9274-11e8-89ca-cb09d8eb3b08"
"O","E","E","X","X","O","X","O","X","7","X_EVENTUAL_WIN","dbb75e0e-9274-11e8-89ca-cb09d8eb3b08"
"O","O","E","X","X","O","X","O","X","8","X_EVENTUAL_WIN","dbb75e0e-9274-11e8-89ca-cb09d8eb3b08"
"O","O","X","X","X","O","X","O","X","9","X_WIN","dbb75e0e-9274-11e8-89ca-cb09d8eb3b08"
"E","E","E","E","E","E","E","X","E","1","O_EVENTUAL_WIN","dbba1c16-9274-11e8-89ca-cb09d8eb3b08"
"E","O","E","E","E","E","E","X","E","2","O_EVENTUAL_WIN","dbba1c16-9274-11e8-89ca-cb09d8eb3b08"
"E","O","E","E","E","E","X","X","E","3","O_EVENTUAL_WIN","dbba1c16-9274-11e8-89ca-cb09d8eb3b08"
"E","O","O","E","E","E","X","X","E","4","O_EVENTUAL_WIN","dbba1c16-9274-11e8-89ca-cb09d8eb3b08"
"E","O","O","E","X","E","X","X","E","5","O_EVENTUAL_WIN","dbba1c16-9274-11e8-89ca-cb09d8eb3b08"
"E","O","O","E","X","E","X","X","O","6","O_EVENTUAL_WIN","dbba1c16-9274-11e8-89ca-cb09d8eb3b08"
"E","O","O","E","X","X","X","X","O","7","O_EVENTUAL_WIN","dbba1c16-9274-11e8-89ca-cb09d8eb3b08"
"O","O","O","E","X","X","X","X","O","8","O_WIN","dbba1c16-9274-11e8-89ca-cb09d8eb3b08"
"E","E","E","E","E","E","E","X","E","1","X_EVENTUAL_WIN","dbbbc98a-9274-11e8-89ca-cb09d8eb3b08"
"E","E","E","E","O","E","E","X","E","2","X_EVENTUAL_WIN","dbbbc98a-9274-11e8-89ca-cb09d8eb3b08"
"E","X","E","E","O","E","E","X","E","3","X_EVENTUAL_WIN","dbbbc98a-9274-11e8-89ca-cb09d8eb3b08"
"E","X","E","O","O","E","E","X","E","4","X_EVENTUAL_WIN","dbbbc98a-9274-11e8-89ca-cb09d8eb3b08"
"E","X","E","O","O","E","X","X","E","5","X_EVENTUAL_WIN","dbbbc98a-9274-11e8-89ca-cb09d8eb3b08"
"O","X","E","O","O","E","X","X","E","6","X_EVENTUAL_WIN","dbbbc98a-9274-11e8-89ca-cb09d8eb3b08"
"O","X","E","O","O","X","X","X","E","7","X_EVENTUAL_WIN","dbbbc98a-9274-11e8-89ca-cb09d8eb3b08"
"O","X","O","O","O","X","X","X","E","8","X_EVENTUAL_WIN","dbbbc98a-9274-11e8-89ca-cb09d8eb3b08"
"O","X","O","O","O","X","X","X","X","9","X_WIN","dbbbc98a-9274-11e8-89ca-cb09d8eb3b08"
"E","X","E","E","E","E","E","E","E","1","X_EVENTUAL_WIN","dbbe883c-9274-11e8-89ca-cb09d8eb3b08"
"E","X","E","O","E","E","E","E","E","2","X_EVENTUAL_WIN","dbbe883c-9274-11e8-89ca-cb09d8eb3b08"
"E","X","E","O","X","E","E","E","E","3","X_EVENTUAL_WIN","dbbe883c-9274-11e8-89ca-cb09d8eb3b08"
"E","X","E","O","X","E","O","E","E","4","X_EVENTUAL_WIN","dbbe883c-9274-11e8-89ca-cb09d8eb3b08"
"E","X","E","O","X","E","O","E","X","5","X_EVENTUAL_WIN","dbbe883c-9274-11e8-89ca-cb09d8eb3b08"
"E","X","O","O","X","E","O","E","X","6","X_EVENTUAL_WIN","dbbe883c-9274-11e8-89ca-cb09d8eb3b08"
"E","X","O","O","X","X","O","E","X","7","X_EVENTUAL_WIN","dbbe883c-9274-11e8-89ca-cb09d8eb3b08"
"E","X","O","O","X","X","O","O","X","8","X_EVENTUAL_WIN","dbbe883c-9274-11e8-89ca-cb09d8eb3b08"
"X","X","O","O","X","X","O","O","X","9","X_WIN","dbbe883c-9274-11e8-89ca-cb09d8eb3b08"
"E","E","E","E","X","E","E","E","E","1","X_EVENTUAL_WIN","dbc035b0-9274-11e8-89ca-cb09d8eb3b08"
"E","E","E","E","X","E","E","O","E","2","X_EVENTUAL_WIN","dbc035b0-9274-11e8-89ca-cb09d8eb3b08"
"E","E","E","E","X","E","X","O","E","3","X_EVENTUAL_WIN","dbc035b0-9274-11e8-89ca-cb09d8eb3b08"
"E","E","O","E","X","E","X","O","E","4","X_EVENTUAL_WIN","dbc035b0-9274-11e8-89ca-cb09d8eb3b08"
"E","X","O","E","X","E","X","O","E","5","X_EVENTUAL_WIN","dbc035b0-9274-11e8-89ca-cb09d8eb3b08"
"E","X","O","O","X","E","X","O","E","6","X_EVENTUAL_WIN","dbc035b0-9274-11e8-89ca-cb09d8eb3b08"
"X","X","O","O","X","E","X","O","E","7","X_EVENTUAL_WIN","dbc035b0-9274-11e8-89ca-cb09d8eb3b08"
"X","X","O","O","X","O","X","O","E","8","X_EVENTUAL_WIN","dbc035b0-9274-11e8-89ca-cb09d8eb3b08"
"X","X","O","O","X","O","X","O","X","9","X_WIN","dbc035b0-9274-11e8-89ca-cb09d8eb3b08"
"E","E","E","E","E","E","E","X","E","1","X_EVENTUAL_WIN","dbc20a2a-9274-11e8-89ca-cb09d8eb3b08"
"E","E","E","E","E","E","E","X","O","2","X_EVENTUAL_WIN","dbc20a2a-9274-11e8-89ca-cb09d8eb3b08"
"E","E","E","E","X","E","E","X","O","3","X_EVENTUAL_WIN","dbc20a2a-9274-11e8-89ca-cb09d8eb3b08"
"E","O","E","E","X","E","E","X","O","4","X_EVENTUAL_WIN","dbc20a2a-9274-11e8-89ca-cb09d8eb3b08"
"E","O","E","E","X","X","E","X","O","5","X_EVENTUAL_WIN","dbc20a2a-9274-11e8-89ca-cb09d8eb3b08"
"E","O","E","O","X","X","E","X","O","6","X_EVENTUAL_WIN","dbc20a2a-9274-11e8-89ca-cb09d8eb3b08"
